"Year_Birth","Education","Marital_Status","Income","Kidhome","Teenhome","Recency","MntWines","MntFruits","MntMeatProducts","MntFishProducts","MntSweetProducts","MntGoldProds","NumDealsPurchases","NumWebPurchases","NumCatalogPurchases","NumStorePurchases","NumWebVisitsMonth","Encoded_Education","Encoded_Marital_Status","Encoded_Dt_Customer","Response"
"1976","Graduation","Together",21675,"1","0","55",4,0,16,17,4,4,"3","4","0","3","7",3,5,16380,"0"
"1975","2n Cycle","Married",17003,"1","0","37",2,5,12,4,8,7,"3","2","0","4","5",1,3,15960,"0"
"1947","Master","Single",68388.0172770172,"0","0","47",898.760756853968,14.5097045749426,452.591699775308,32.3130797371268,15.555414814502,19.5291137248278,"0","7","7","11","3",4.79085795208812,4.79085795208812,15723.7357224338,"1"
"1987","2n Cycle","Single",23830,"0","0","3",1,8,6,4,8,16,"1","1","0","3","7",1,4,16253,"0"
"1961","Basic","Married",28249,"0","0","80",1,9,7,2,14,10,"1","2","0","3","6",2,3,16236,"0"
"1972","Master","Divorced",42618,"1","0","92",76,14,74,13,5,10,"2","5","0","4","8",4,2,15958,"0"
"1963","PhD","Married",54072,"1","1","71",35,0,4,0,0,0,"1","2","0","2","8",5,3,15913,"0"
"1962","Graduation","Married",65316,"1","1","65",112,6,92,3,9,38,"2","3","2","5","4",3,3,15819,"0"
"1972","Graduation","Married",22063,"1","0","43",7,10,13,3,11,11,"2","2","0","3","7",3,3,15925,"0"
"1982","Basic","Single",24367,"1","0","58",2,4,2,0,11,5,"1","1","0","2","9",2,4,15784,"0"
"1970","Graduation","Single",24163,"1","1","3",4,1,7,2,1,2,"2","1","0","3","4",3,4,16049,"0"
"1973","Graduation","Married",24639,"1","1","3",20,3,16,0,4,1,"3","2","0","4","6",3,3,16098,"0"
"1989","Graduation","Single",81217,"0","0","77",493,70,324,146,40,84,"1","3","7","11","1",3,4,15905,"0"
"1976","PhD","Married",49544,"1","0","0",308,0,73,0,0,23,"2","5","1","8","7",5,3,16041,"0"
"1957","Graduation","Married",52852,"0","1","93",714,8,99,11,0,47,"4","10","7","5","8",3,3,15351,"0"
"1958","Master","Alone",61331,"1","1","42",534,5,47,0,5,41,"5","11","1","6","8",4,1,15981,"0"
"1959","Graduation","Together",24221,"0","0","94",8,9,9,2,5,22,"1","1","1","3","4",3,5,15937,"0"
"1961","Graduation","Single",30081,"0","1","27",36,0,2,0,0,4,"1","1","0","3","7",3,4,15757,"0"
"1957","2n Cycle","Single",18202.4567459654,"1","1","3",39.7026700417046,3.2871254843194,10.7755463484209,6.33004053658806,3.90429150522687,17.7227529059164,"4","1","1","6","9",1.19141698954627,3.09570849477313,15659.1478497698,"1"
"1957","Graduation","Single",33572.6418952772,"1","1","53",152.488855880219,3.97997734416276,33.6448810568545,17.7650169918779,2.8050623035524,70.3845865309704,"3","5","0","3","6",3,3.74499433604069,15584.3804304609,"1"
"1975","PhD","Married",36663,"1","0","40",18,0,6,3,3,5,"1","1","1","3","2",5,3,16185,"0"
"1975","2n Cycle","Single",49514,"1","0","61",88,39,78,58,13,93,"2","6","1","4","7",1,4,16056,"0"
"1968","PhD","Divorced",83664,"1","1","57",866,21,151,28,21,86,"3","2","2","12","5",5,2,15922,"0"
"1984","2n Cycle","Married",35684,"1","0","66",10,4,7,0,6,3,"1","1","0","3","6",1,3,16182,"0"
"1972","Graduation","Single",38808,"1","0","21",125,17,52,3,19,30,"4","5","1","4","8",3,4,15578,"1"
"1972","Graduation","Together",64474,"0","1","59",381,35,172,56,86,93,"2","8","2","10","5",3,5,16000,"0"
"1944","Master","Married",80184,"0","0","19",1035,134,670,25,38,0,"1","6","3","10","3",4,3,16073,"0"
"1955","Graduation","Married",48726,"0","1","90",138,3,38,4,0,59,"3","3","2","4","6",3,3,15822,"0"
"1973","Basic","Together",27190,"1","0","13",1,6,7,0,1,3,"1","1","0","2","8",2,5,15932,"1"
"1974","PhD","Married",65352,"0","1","43",284,3,84,4,7,23,"2","4","2","8","4",5,3,15938,"0"
"1966","Master","Divorced",32300.6470409497,"0","0","95",91.2637673085555,5.07574871345423,41.4552655313164,5.26570043503307,2.91130431322381,61.8736232691444,"1","6","7","11","3",3.94937198259868,2.10125603480265,15511.0494681415,"1"
"1982","Graduation","Single",51381.5,"1","0","57",11,3,22,2,2,6,"2","2","0","3","6",3,4,15873,"0"
"1974","PhD","Single",30899,"1","0","35",24,0,8,0,0,1,"2","1","0","3","6",5,4,15626,"0"
"1954","Graduation","Married",93404,"1","2","97",1279,15,287,20,0,15,"3","3","4","7","5",3,3,15891,"0"
"1965","2n Cycle","Divorced",64176,"0","1","52",1215,33,249,64,116,149,"8","8","9","8","6",1,2,15407,"0"
"1985","2n Cycle","Single",33812,"1","0","86",4,17,19,30,24,39,"2","2","1","3","6",1,4,15410,"0"
"1970","Graduation","Together",74854,"1","2","90",856,59,487,58,29,73,"7","2","5","5","5",3,5,15921,"0"
"1974","Graduation","Divorced",53827.8233090821,"0","0","55",1097.72769260639,0.746618426637724,58.7556359556038,1.24436404439621,0.547520179534331,26.3891789652407,"2","9","2","2","9",4.9004508764483,2.0995491235517,15716.3844920483,"1"
"1982","Graduation","Married",24711,"0","0","86",10,7,25,6,3,7,"1","3","0","3","7",3,3,16178,"0"
"1968","Master","Together",32889,"1","1","78",28,0,13,4,2,8,"3","2","1","3","5",4,5,15865,"0"
"1959","Graduation","Married",18690,"0","0","77",6,1,7,23,4,19,"1","1","1","2","8",3,3,15702,"0"
"1954","Master","Widow",44551,"0","1","24",182,4,33,0,0,66,"2","4","1","5","7",4,6,15948,"0"
"1971","PhD","Married",71969,"0","1","59",1000,0,76,0,0,10,"3","3","4","9","8",5,3,15629,"0"
"1946","Graduation","Married",18100,"0","0","14",3,1,2,4,3,1,"1","0","0","3","5",3,3,15864,"0"
"1954","Graduation","Single",46344,"1","1","38",11,1,6,2,1,6,"2","1","1","2","5",3,4,16285,"0"
"1944","Graduation","Married",55956,"0","0","22",760,38,104,50,9,38,"2","7","3","4","4",3,3,16255,"0"
"1975","Master","Single",81169,"0","0","47",1288,20,613,80,61,27,"1","5","7","9","2",4,4,15809,"0"
"1969","PhD","Married",30532.4201374627,"1","0","22",16.235822211951,0.0162608185783029,6.30895555298775,0.0487824557349086,1.00813040928915,12.0569128650241,"2","1","2","4","8",4.99186959071085,3.0162608185783,16185.5364053003,"1"
"1968","PhD","Single",38236,"1","1","2",58,0,18,2,0,10,"4","3","0","4","7",5,4,15968,"0"
"1972","PhD","Together",38887,"1","0","17",25,1,13,0,0,3,"1","1","0","3","7",5,5,16104,"0"
"1975","Graduation","Married",48178,"1","1","69",159,4,45,6,2,38,"6","5","1","4","8",3,3,15641,"0"
"1967","PhD","Together",56575,"0","2","42",421,5,90,0,16,10,"3","7","3","7","5",5,5,15830,"0"
"1985","Graduation","Together",54006,"1","0","42",174,77,203,6,24,97,"2","8","1","7","7",3,5,15601,"0"
"1970","Master","Single",30669.6126698246,"1","0","23",7.82375457626767,8.12295371340588,12.3688611402176,9.93033799692057,8.13932400615886,27.1598751309793,"1","2","0","2","6",3.43852314329706,4.43852314329706,15747.7951948228,"1"
"1952","Master","Together",72350.901096741,"0","1","9",940.006522233831,12.2279694669414,234.647511471063,31.638314507436,47.6849302856717,41.1378035650123,"6","5","2","4","8",3.31813536887057,2.95440610661171,16027.8360183537,"1"
"1958","Master","Together",46692,"0","1","37",170,6,97,24,12,88,"3","6","1","5","6",4,5,15862,"0"
"1952","Graduation","Divorced",45386.9787008688,"1","2","8",92.2841982841492,11.3613465800881,94.1420991420746,32.0129901692271,21.4194059818983,45.4384948760271,"6","4","2","3","6",4.88388119637966,2.05805940181017,15637.2971884534,"1"
"1970","Master","Married",44511,"1","0","39",513,7,133,46,14,14,"6","8","4","8","8",4,3,15684,"0"
"1952","Graduation","Single",39699.9420109349,"1","0","49",110.9982469026,3.19739148812369,44.8026085118763,7.1908702084329,6.78956595249474,29.7569595540408,"3","3","2","3","9",3.80260851187631,4,15883.0717340766,"1"
"1953","Graduation","Divorced",62551,"0","0","27",125,16,98,134,21,27,"1","6","7","4","3",3,2,16027,"0"
"1952","Graduation","Single",44213,"1","1","48",95,11,35,0,4,7,"4","2","1","5","6",3,4,16038,"0"
"1960","Graduation","Divorced",58401,"0","1","55",10,0,11,17,29,29,"1","1","2","2","4",3,2,16180,"0"
"1990","Graduation","Single",34412,"1","0","62",52,12,50,4,36,55,"3","5","0","3","9",3,4,15749,"0"
"1995","2n Cycle","Single",80617,"0","0","42",594,51,631,72,55,32,"1","4","6","8","2",1,4,15684,"0"
"1964","PhD","Married",45759,"1","1","13",42,1,18,3,0,4,"2","2","0","3","7",5,3,15759,"0"
"1955","Graduation","Together",59925,"0","1","83",473,21,176,19,21,56,"3","9","2","9","6",3,5,15674,"0"
"1979","2n Cycle","Married",31086,"1","1","79",16,2,11,3,0,16,"2","1","1","2","8",1,3,15800,"0"
"1976","PhD","Single",32770.9913825276,"0","0","1",162.752858421765,21.7653747708537,72.9460607920773,7.34002540819347,18.4203303065151,42.4956161486916,"4","2","5","3","8",3.67001270409673,3.66499364795163,15766.0890726009,"1"
"1965","Graduation","Single",69263,"0","1","14",492,5,32,13,5,21,"1","9","1","7","6",3,4,16193,"0"
"1949","Graduation","Widow",51564.6986270519,"0","0","47",644.989921640605,13.7144899759442,28.898134265095,20,1.01004359032959,1.46915431320667,"1","11","2","8","8",4.81635571084917,5.72453356627375,15660.9799128193,"1"
"1965","PhD","Single",40637,"1","1","72",22,0,13,0,0,3,"2","1","0","3","7",5,4,15903,"0"
"1986","Graduation","Together",33235,"1","0","71",45,0,16,2,1,6,"1","3","0","3","7",3,5,16192,"0"
"1956","PhD","Together",76542,"0","0","91",794,73,573,0,29,14,"1","4","8","10","2",5,5,15794,"0"
"1973","PhD","Married",64334.1592743311,"1","1","81",667.346570447087,54.03860626393,390.930020997766,30.6310621968005,21.4802539038938,58.5197460961062,"6","7","1","10","6",4.47486528451554,3.47486528451554,16081.2297926773,"1"
"1948","PhD","Divorced",45072,"1","2","74",144,2,99,7,2,30,"5","6","1","4","8",5,2,15994,"0"
"1969","Master","Single",62772,"0","1","74",581,49,157,43,8,108,"1","5","6","11","2",4,4,15844,"0"
"1955","Graduation","Married",50737,"0","1","61",78,0,11,0,0,10,"1","2","0","4","6",3,3,16014,"0"
"1976","2n Cycle","Single",79689,"0","0","65",311,26,640,180,37,121,"1","4","9","13","2",1,4,16044,"0"
"1974","PhD","Married",78128,"0","1","89",934,24,230,16,24,36,"2","8","4","6","3",5,3,16120,"0"
"1975","PhD","Divorced",49912.8283992056,"1","0","8",203.942589995451,5.25302012544125,107.215037050657,20.5861599510536,5.25302012544125,38.6974968211725,"4","5","2","8","3",4.14197351690382,3.71605296619236,15638.8571556984,"1"
"1951","Graduation","Widow",70792,"0","0","82",344,45,654,104,11,114,"2","3","4","10","3",3,6,15858,"0"
"1974","PhD","Together",79632,"0","0","42",471,0,510,99,21,12,"1","6","4","9","2",5,5,16286,"0"
"1970","Graduation","Together",19656,"1","0","94",25,4,9,6,8,32,"3","2","1","3","7",3,5,15919,"0"
"1944","Graduation","Married",65275,"0","0","9",388,14,218,91,14,21,"1","4","3","13","2",3,3,15768,"0"
"1980","PhD","Married",30732,"1","0","44",155,1,25,0,1,3,"4","4","1","4","8",5,3,15826,"0"
"1955","2n Cycle","Together",58481.1255756617,"1","1","7",691.753932386637,7.50004345178604,106.187896497548,8.93757060915232,0,88.6882006600499,"1","4","3","6","8",1.62498913705349,2.93748370558023,15808.3763144165,"1"
"1964","Graduation","Together",63404,"0","2","97",734,26,70,11,44,17,"2","6","3","4","4",3,5,16227,"0"
"1969","Graduation","Together",21918,"1","0","37",1,6,7,11,5,3,"2","2","0","3","6",3,5,16023,"0"
"1988","PhD","Married",69727.78825458,"0","1","82",948.028635888826,13.9803685587831,237.017589851283,2.98036855878308,2.27075699716806,22.006543813739,"2","9","3","7","5",4.858077687677,3.141922312323,15827.749293488,"1"
"1961","Master","Married",61794,"0","1","74",264,47,188,54,47,11,"2","4","4","10","2",4,3,15962,"0"
"1958","PhD","Together",78952,"0","1","11",1170,19,594,99,76,134,"2","2","5","12","6",5,5,15607,"0"
"1991","Graduation","Single",49767,"0","0","92",202,47,197,55,42,149,"1","5","4","8","4",3,4,15741,"0"
"1986","PhD","Single",29999,"1","0","22",68,7,59,10,5,11,"4","3","1","4","8",5,4,15749,"0"
"1963","Graduation","Divorced",45146,"1","1","28",33,0,5,0,0,15,"2","1","1","2","4",3,2,15901,"0"
"1969","PhD","Divorced",58086,"0","1","80",708,7,62,0,0,15,"2","11","3","7","8",5,2,15725,"0"
"1975","PhD","Divorced",60554,"1","0","8",588,7,76,110,15,15,"2","8","4","9","6",5,2,15956,"0"
"1983","Graduation","Married",87131.9904745589,"0","1","98",890.939914324088,15.9100533814635,611.062075418187,22.0091394376941,31.9191928191576,48.1265043693129,"1","2","1","5","4",4.80182788753882,2.09908605623059,15863.9437156154,"1"
"1977","Graduation","Married",42574.3169849715,"1","0","24",207.936044415925,2.17991238343529,33.5430537411012,4.74392990674824,0.564017523312941,20.0794743006118,"2","1","1","7","5",3,3.43598247668706,16141.2450560834,"1"
"1971","Master","Together",71499,"0","1","12",465,25,132,136,0,37,"2","8","3","13","4",4,5,15881,"0"
"1956","Graduation","Together",45871.4365194263,"0","0","3",77.2105908459052,11.3348042841535,100.325134175597,12.6925172342453,11.5136607591994,21.5092479067389,"2","3","2","3","4",3.5779739045538,4.7110130477231,16014.417613243,"1"
"1969","Master","Single",43369.7380955964,"0","1","81",505.674641134217,10.2455865370575,46.0936314135324,28.803530770354,11.9508826925885,62.4911730741151,"4","6","2","10","4",3.3169608975295,4.633921795059,15599.5264807777,"1"
"1979","2n Cycle","Married",54210,"0","1","18",70,54,109,80,9,45,"2","4","1","7","5",1,3,15845,"0"
"1979","Graduation","Married",7500,"0","1","61",5,2,3,3,0,5,"1","1","0","2","8",3,3,15581,"0"
"1987","PhD","Married",51563,"0","0","60",1166,0,48,0,0,36,"1","4","4","10","8",5,3,15349,"0"
"1974","2n Cycle","Married",65463,"1","0","17",391,32,70,21,32,16,"2","6","2","9","5",1,3,16100,"0"
"1985","Graduation","Single",29938,"1","0","52",3,3,7,0,2,11,"2","1","0","3","6",3,4,16005,"0"
"1963","PhD","Single",48918,"1","1","21",52,0,9,0,0,1,"2","1","0","4","4",5,4,16408,"0"
"1952","Master","Widow",47308.2739339769,"1","1","3",74.9063082444482,3.99894450651482,40.7199802268296,8.99683351954445,7.45262637548149,34.2715758252889,"3","4","2","2","7",4.27263131877407,4.9094747249037,15796.2021604199,"1"
"1966","PhD","Together",30843,"1","1","43",24,0,2,0,0,9,"2","1","1","2","5",5,5,16216,"0"
"1952","Graduation","Single",59032.4048583384,"0","1","52",563.574727840489,60.8626643253956,433.96942972648,83.8453591875732,65.6086143979337,32.9653897243552,"0","5","1","9","7",3.47459500725381,4.47459500725381,15630.3707641803,"1"
"1970","PhD","Married",68722.0012972481,"0","0","72",964.806452319026,24.8110337504186,260.67723625293,32.6281158658676,12.9085410577245,41.1311400483828,"4","10","4","5","4",3.09145894227549,4.90854105772451,15745.6711878879,"1"
"1953","Graduation","Married",50725,"0","1","45",443,10,75,0,10,48,"4","8","1","8","8",3,3,15749,"0"
"1974","Graduation","Married",44989,"0","1","26",98,0,106,49,10,106,"5","5","1","5","6",3,3,15683,"0"
"1978","PhD","Together",27683,"1","0","90",152,9,121,12,12,45,"4","6","2","4","8",5,5,15438,"0"
"1957","Graduation","Widow",65486,"0","1","29",245,19,125,37,67,14,"1","4","2","10","2",3,6,16409,"0"
"1947","PhD","Widow",38487.9786700935,"0","1","80",307.47750571277,30.3004781932104,114.029450386995,3.04433817928657,16.4926103034522,39.0443381792866,"2","11","8","3","6",3.47783091035672,5.49261030345224,15676.0587923748,"1"
"1954","Graduation","Together",77972,"0","0","18",613,22,319,33,102,12,"1","4","6","9","1",3,5,16147,"0"
"1957","Graduation","Single",51381.5,"1","1","45",7,0,8,2,0,1,"1","1","0","2","7",3,4,16217,"0"
"1966","PhD","Together",28764,"1","1","16",8,0,3,0,0,1,"1","1","0","2","8",5,5,16196,"0"
"1975","Graduation","Single",55801,"1","1","35",367,4,51,6,4,95,"6","7","2","6","7",3,4,15970,"0"
"1976","Master","Single",70893,"0","0","42",768,44,561,77,44,14,"1","6","6","10","3",4,4,15858,"0"
"1970","PhD","Married",55121.9355974109,"1","1","1",91.0304325148463,18.7226745695807,96.6832399661653,0,0,70.1221599774435,"1","1","0","2","8",3.93013288173825,2.46506644086912,15744.3429064634,"1"
"1974","Master","Single",49763.0285701379,"1","1","26",607.366841308773,45.64789532125,173.483082562685,41.4590548947453,28.0266085118055,70.2973391488194,"2","8","2","2","7",3.56755361706018,2.86489276587963,15593.7021446824,"1"
"1980","PhD","Married",50591.4365580548,"0","1","18",862.85058369115,0,47.0612830296159,0.497642960399389,0.497642960399389,18.7747489158064,"1","9","5","4","7",4.50235703960061,2.24882148019969,15789.6888707727,"1"
"1953","PhD","Single",51411,"1","2","81",14,0,3,0,0,1,"1","0","0","3","5",5,4,15851,"0"
"1970","Graduation","Divorced",51896.9489856148,"0","0","1",276.000100583769,21.3939465656877,271.878883980215,34.6363738561049,42.8181958030909,61.39395248238,"1","5","6","2","3",1.96969732828438,2.48484866414219,15664.666635111,"1"
"1986","Graduation","Married",22518,"1","0","36",11,7,12,2,2,27,"2","2","1","2","5",3,3,15635,"1"
"1980","Graduation","Together",62994,"1","0","74",224,12,48,4,12,12,"1","6","2","4","6",3,5,16163,"0"
"1949","PhD","Widow",50577.3425223203,"0","0","3",84.3990754531696,0.86512344609946,86.3592645190656,4.45092627871782,19.2641988992691,34.1021607397124,"1","2","2","8","7",4.13487655390054,5.73024689219892,15838.6240728553,"1"
"1968","Graduation","Single",49816.452836216,"0","0","12",93.2826471000444,3.17256186413579,69.6922332972754,2.71933874068782,7.25156997516751,80.3471095690038,"2","4","4","8","6",3.45322312344797,4.45322312344797,15634.0125598013,"1"
"1976","PhD","Divorced",66476,"0","1","99",372,18,126,47,48,78,"2","5","2","11","4",5,2,15889,"0"
"1978","2n Cycle","Married",26224,"1","0","39",4,7,15,13,9,15,"3","2","1","3","6",1,3,15801,"0"
"1971","Master","Single",33316,"1","1","34",79,1,31,4,4,12,"3","2","1","4","6",4,4,15805,"0"
"1949","Graduation","Widow",72298,"0","0","52",625,35,169,58,17,35,"1","4","3","6","1",3,6,16346,"0"
"1959","Master","Single",84594.0979851736,"0","0","30",918.048930538353,93.0240551310126,635.998359447345,35.8534134540241,77.7561675845645,55.8048930538353,"1","8","2","6","4",4.73170231538825,3.73170231538825,15816.9520948071,"1"
"1980","Basic","Married",16005,"1","0","69",1,3,2,20,30,47,"3","2","1","2","8",2,3,15566,"0"
"1975","Graduation","Together",22280,"1","0","85",2,1,4,3,1,2,"1","1","0","2","8",3,5,15844,"0"
"1947","PhD","Married",67472,"0","1","93",162,31,127,8,17,69,"2","4","2","7","3",5,3,15976,"0"
"1953","Master","Together",56129,"0","1","65",320,48,133,39,72,48,"4","6","2","10","4",4,5,15876,"0"
"1967","Graduation","Married",42664,"0","1","44",21,0,3,0,0,0,"1","1","0","3","6",3,3,16147,"0"
"1956","Master","Together",28839,"1","1","86",24,0,7,0,0,1,"2","2","0","3","5",4,5,16377,"0"
"1971","Graduation","Married",51381.5,"1","1","82",71,1,16,0,0,9,"4","2","1","3","8",3,3,15767,"0"
"1975","Graduation","Divorced",53709.5090956073,"1","0","77",474.742245526984,9.49050832819194,86.2026995681226,7.90508328191936,7.64237507712096,73.465407772921,"4","11","1","12","7",2.01898334361613,3.01898334361613,15884,"1"
"1969","Graduation","Married",44078,"1","1","17",24,1,10,2,0,4,"2","2","0","3","5",3,3,16240,"0"
"1952","Graduation","Married",39025.8875272984,"1","1","32",39.3498570946977,2.81665078829974,31.5748332771473,7.04162697074935,7.04162697074935,32.3498570946977,"1","1","0","3","9",3.59167460585013,3.70416269707493,15845.320622945,"1"
"1960","Master","Married",54197,"0","1","16",162,6,37,6,13,13,"2","1","3","6","1",4,3,16133,"0"
"1959","Graduation","Divorced",61250,"0","1","49",382,138,65,60,26,59,"6","5","2","12","5",3,2,15690,"0"
"1968","Graduation","Together",58554,"1","1","55",368,24,68,38,0,88,"6","8","2","6","7",3,5,15609,"0"
"1957","Graduation","Married",62187,"0","0","49",792,0,275,45,45,126,"1","4","8","5","3",3,3,15832,"0"
"1982","Graduation","Together",65060.7685253255,"1","2","23",1059.67763944156,5.85914750117809,85.1126556282397,2.60406555607915,0,56.0907540298067,"1","10","3","4","6",3.32550819450989,3.32550819450989,16037.4523281851,"1"
"1980","PhD","Single",65295,"0","0","19",365,32,117,34,110,6,"1","3","3","13","2",5,4,16062,"0"
"1981","Graduation","Married",40211,"1","1","30",51,1,7,2,1,25,"2","2","1","2","8",3,3,15916,"0"
"1989","Basic","Married",25443,"1","0","82",1,4,3,8,9,7,"1","1","0","3","8",2,3,15696,"0"
"1973","Graduation","Married",26228,"1","0","50",2,6,4,3,1,9,"1","1","0","2","8",3,3,15970,"0"
"1984","Graduation","Together",41685.1621236803,"1","0","28",274.513435053872,35.502394533949,112.991884248331,16.3903816726524,8.15198874636553,18.3855926047545,"5","5","2","5","4",3.29439935693517,4.85280032153241,15747.3631096494,"1"
"1967","Graduation","Single",52074,"0","1","77",59,0,12,0,0,48,"1","2","2","2","4",3,4,16164,"0"
